raw_city,raw_state,standardized_city,standardized_state,match_method
são joão,PR,São João,PR,municipio
são joão do caiuá,PR,São João do Caiuá,PR,municipio
são joão do ivaí,PR,São João do Ivaí,PR,municipio
são joão do triunfo,PR,São João do Triunfo,PR,municipio
são manoel do paraná,PR,São Manoel do Paraná,PR,municipio
são martinho,PR,Rolândia,PR,distrito
são mateus do sul,PR,São Mateus do Sul,PR,municipio
são miguel do iguaçu,PR,São Miguel do Iguaçu,PR,municipio
são pedro do iguaçu,PR,São Pedro do Iguaçu,PR,municipio
são pedro do ivaí,PR,São Pedro do Ivaí,PR,municipio
são pedro do paraná,PR,São Pedro do Paraná,PR,municipio
são sebastião da amoreira,PR,São Sebastião da Amoreira,PR,municipio
são tomé,PR,São Tomé,PR,municipio
tamarana,PR,Tamarana,PR,municipio
tamboara,PR,Tamboara,PR,municipio
tapejara,PR,Tapejara,PR,municipio
tapira,PR,Tapira,PR,municipio
teixeira soares,PR,Teixeira Soares,PR,municipio
telemaco borba,PR,Telêmaco Borba,PR,municipio
telêmaco borba,PR,Telêmaco Borba,PR,municipio
terra boa,PR,Terra Boa,PR,municipio
terra rica,PR,Terra Rica,PR,municipio
terra roxa,PR,Terra Roxa,PR,municipio
tibagi,PR,Tibagi,PR,municipio
tijucas do sul,PR,Tijucas do Sul,PR,municipio
toledo,PR,Toledo,PR,municipio
tomazina,PR,Tomazina,PR,municipio
tres barras do parana,PR,Três Barras do Paraná,PR,municipio
três barras do paraná,PR,Três Barras do Paraná,PR,municipio
tunas do parana,PR,Tunas do Paraná,PR,municipio
tunas do paraná,PR,Tunas do Paraná,PR,municipio
tuneiras do oeste,PR,Tuneiras do Oeste,PR,municipio
tupassi,PR,Tupãssi,PR,municipio
tupãssi,PR,Tupãssi,PR,municipio
turvo,PR,Turvo,PR,municipio
ubauna,PR,São João do Ivaí,PR,distrito
ubirata,PR,Ubiratã,PR,municipio
ubiratã,PR,Ubiratã,PR,municipio
umuarama,PR,Umuarama,PR,municipio
uniao da vitoria,PR,União da Vitória,PR,municipio
uniflor,PR,Uniflor,PR,municipio
união da vitória,PR,União da Vitória,PR,municipio
urai,PR,Uraí,PR,municipio
uraí,PR,Uraí,PR,municipio
vendas@creditparts.com.br,PR,Maringá,PR,viacep
ventania,PR,Ventania,PR,municipio
vera cruz do oeste,PR,Vera Cruz do Oeste,PR,municipio
vere,PR,Verê,PR,municipio
verê,PR,Verê,PR,municipio
vidigal,PR,Cianorte,PR,distrito
vila nova,PR,Pitanga,PR,distrito
vila reis,PR,Apucarana,PR,distrito
virmond,PR,Virmond,PR,municipio
vitoria,PR,Guarapuava,PR,viacep
vitorino,PR,Vitorino,PR,municipio
wenceslau braz,PR,Wenceslau Braz,PR,municipio
xambre,PR,Xambrê,PR,municipio
xambrê,PR,Xambrê,PR,municipio
água boa,PR,Paiçandu,PR,distrito
ângulo,PR,Ângulo,PR,municipio
...arraial do cabo,RJ,Arraial do Cabo,RJ,fuzzy
04482255,RJ,Rio de Janeiro,RJ,viacep
afonso arinos,RJ,Comendador Levy Gasparian,RJ,distrito
andrade pinto,RJ,Vassouras,RJ,distrito
angra dos reis,RJ,Angra dos Reis,RJ,municipio
angra dos reis rj,RJ,Angra dos Reis,RJ,fuzzy
anta,RJ,Sapucaia,RJ,distrito
aperibe,RJ,Aperibé,RJ,municipio
aperibé,RJ,Aperibé,RJ,municipio
araruama,RJ,Araruama,RJ,municipio
areal,RJ,Areal,RJ,municipio
armacao de buzios,RJ,Armação dos Búzios,RJ,fuzzy
armacao dos buzios,RJ,Armação dos Búzios,RJ,municipio
armação dos búzios,RJ,Armação dos Búzios,RJ,municipio
arraial do cabo,RJ,Arraial do Cabo,RJ,municipio
arrozal,RJ,Piraí,RJ,distrito
avelar,RJ,Paty do Alferes,RJ,distrito
bacaxa,RJ,Saquarema,RJ,distrito
bacaxa (saquarema) - distrito,RJ,Saquarema,RJ,manual_review
banquete,RJ,Bom Jardim,RJ,distrito
barao de juparana,RJ,Valença,RJ,distrito
barcelos,RJ,São João da Barra,RJ,distrito
barra de sao joao,RJ,Casimiro de Abreu,RJ,distrito
barra de são joão,RJ,Casimiro de Abreu,RJ,distrito
barra do pirai,RJ,Barra do Piraí,RJ,municipio
barra do piraí,RJ,Barra do Piraí,RJ,municipio
barra mansa,RJ,Barra Mansa,RJ,municipio
barão de juparana,RJ,Valença,RJ,distrito
belford roxo,RJ,Belford Roxo,RJ,municipio
bemposta,RJ,Três Rios,RJ,distrito
boa esperanca,RJ,Rio Bonito,RJ,distrito
boa esperança,RJ,Rio Bonito,RJ,distrito
boa sorte,RJ,Cantagalo,RJ,distrito
boa ventura,RJ,Itaperuna,RJ,distrito
bom jardim,RJ,Bom Jardim,RJ,municipio
bom jesus do itabapoana,RJ,Bom Jesus do Itabapoana,RJ,municipio
bom jesus do querendo,RJ,Natividade,RJ,distrito
buzios,RJ,Armação dos Búzios,RJ,manual_review
búzios,RJ,Armação dos Búzios,RJ,manual_review
cabo frio,RJ,Cabo Frio,RJ,municipio
cachoeiras de macacu,RJ,Cachoeiras de Macacu,RJ,municipio
calheiros,RJ,Bom Jesus do Itabapoana,RJ,distrito
california da barra,RJ,Barra do Piraí,RJ,distrito
california da barra (barra do pirai),RJ,Barra do Piraí,RJ,manual_review
califórnia da barra,RJ,Barra do Piraí,RJ,distrito
cambiasca,RJ,São Fidélis,RJ,distrito
cambuci,RJ,Cambuci,RJ,municipio
campo grande,RJ,Rio de Janeiro,RJ,viacep
campos dos goytacaze,RJ,Campos dos Goytacazes,RJ,fuzzy
campos dos goytacazes,RJ,Campos dos Goytacazes,RJ,municipio
cantagalo,RJ,Cantagalo,RJ,municipio
carabucu,RJ,Bom Jesus do Itabapoana,RJ,distrito
carabuçu,RJ,Bom Jesus do Itabapoana,RJ,distrito
carapebus,RJ,Carapebus,RJ,municipio
cardoso moreira,RJ,Cardoso Moreira,RJ,municipio
carmo,RJ,Carmo,RJ,municipio
casimiro de abreu,RJ,Casimiro de Abreu,RJ,municipio
colonia,RJ,São Fidélis,RJ,distrito
colônia,RJ,São Fidélis,RJ,distrito
comendador levy gasparian,RJ,Comendador Levy Gasparian,RJ,municipio
comendador venancio,RJ,Itaperuna,RJ,distrito
conceicao de jacarei,RJ,Mangaratiba,RJ,distrito
conceicao de macabu,RJ,Conceição de Macabu,RJ,municipio
conceição de jacareí,RJ,Mangaratiba,RJ,distrito
conceição de macabu,RJ,Conceição de Macabu,RJ,municipio
conrado,RJ,Miguel Pereira,RJ,distrito
conservatoria,RJ,Valença,RJ,distrito
conservatória,RJ,Valença,RJ,distrito
cordeiro,RJ,Cordeiro,RJ,municipio
corrego do ouro,RJ,Macaé,RJ,distrito
dorandia,RJ,Barra do Piraí,RJ,distrito
duas barras,RJ,Duas Barras,RJ,municipio
duque de caxias,RJ,Duque de Caxias,RJ,municipio
engenheiro passos,RJ,Resende,RJ,distrito
engenheiro paulo de frontin,RJ,Engenheiro Paulo de Frontin,RJ,municipio
frade,RJ,Macaé,RJ,distrito
getulândia,RJ,Rio Claro,RJ,distrito
glicerio,RJ,Macaé,RJ,distrito
goitacazes,RJ,Campos dos Goytacazes,RJ,viacep
governador portela,RJ,Miguel Pereira,RJ,distrito
guapimirim,RJ,Guapimirim,RJ,municipio
guia de pacobaiba,RJ,Magé,RJ,distrito
guia de pacobaíba,RJ,Magé,RJ,distrito
ibitioca,RJ,Campos dos Goytacazes,RJ,distrito
iguaba grande,RJ,Iguaba Grande,RJ,municipio
ilha grande,RJ,Angra dos Reis,RJ,manual_review
inhomirim,RJ,Magé,RJ,distrito
inoa,RJ,Maricá,RJ,distrito
ipiabas,RJ,Barra do Piraí,RJ,distrito
ipituna,RJ,São Sebastião do Alto,RJ,distrito
ipuca,RJ,São Fidélis,RJ,distrito
itaborai,RJ,Itaboraí,RJ,municipio
itaboraí,RJ,Itaboraí,RJ,municipio
itacurussa,RJ,Mangaratiba,RJ,distrito
itacurussá,RJ,Mangaratiba,RJ,distrito
itaguai,RJ,Itaguaí,RJ,municipio
itaguaí,RJ,Itaguaí,RJ,municipio
italva,RJ,Italva,RJ,municipio
itaocara,RJ,Itaocara,RJ,municipio
itaperuna,RJ,Itaperuna,RJ,municipio
itatiaia,RJ,Itatiaia,RJ,municipio
jaguarembe,RJ,Itaocara,RJ,distrito
jamapara,RJ,Sapucaia,RJ,distrito
jamapará,RJ,Sapucaia,RJ,distrito
japeri,RJ,Japeri,RJ,municipio
japuiba,RJ,Cachoeiras de Macacu,RJ,manual_review
japuíba,RJ,Cachoeiras de Macacu,RJ,manual_review
laje do muriae,RJ,Laje do Muriaé,RJ,municipio
laje do muriaé,RJ,Laje do Muriaé,RJ,municipio
laranjais,RJ,Itaocara,RJ,distrito
lidice,RJ,Rio Claro,RJ,distrito
lídice,RJ,Rio Claro,RJ,distrito
macae,RJ,Macaé,RJ,municipio
macaé,RJ,Macaé,RJ,municipio
macuco,RJ,Macuco,RJ,municipio
mage,RJ,Magé,RJ,municipio
magé,RJ,Magé,RJ,municipio
mangaratiba,RJ,Mangaratiba,RJ,municipio
manuel duarte,RJ,Rio das Flores,RJ,distrito
marica,RJ,Maricá,RJ,municipio
maricá,RJ,Maricá,RJ,municipio
mendes,RJ,Mendes,RJ,municipio
mesquita,RJ,Mesquita,RJ,municipio
miguel pereira,RJ,Miguel Pereira,RJ,municipio
miracema,RJ,Miracema,RJ,municipio
monnerat,RJ,Duas Barras,RJ,distrito
monte alegre,RJ,Santo Antônio de Pádua,RJ,distrito
morro do coco,RJ,Campos dos Goytacazes,RJ,distrito
mussurepe,RJ,Campos dos Goytacazes,RJ,distrito
natividade,RJ,Natividade,RJ,municipio
nilopolis,RJ,Nilópolis,RJ,municipio
nilópolis,RJ,Nilópolis,RJ,municipio
niteroi,RJ,Niterói,RJ,municipio
niterói,RJ,Niterói,RJ,municipio
nossa senhora da aparecida,RJ,Sapucaia,RJ,distrito
nova friburgo,RJ,Nova Friburgo,RJ,municipio
nova iguacu,RJ,Nova Iguaçu,RJ,municipio
nova iguaçu,RJ,Nova Iguaçu,RJ,municipio
papucaia,RJ,Sapucaia,RJ,fuzzy
paracambi,RJ,Paracambi,RJ,municipio
paraiba do sul,RJ,Paraíba do Sul,RJ,municipio
paraiso do tobias,RJ,Miracema,RJ,distrito
parapeuna,RJ,Valença,RJ,distrito
parati,RJ,Paraty,RJ,viacep
parati mirim,RJ,Paraty,RJ,viacep
paraty,RJ,Paraty,RJ,municipio
paraíba do sul,RJ,Paraíba do Sul,RJ,municipio
passa tres,RJ,Rio Claro,RJ,distrito
passa três,RJ,Rio Claro,RJ,distrito
paty do alferes,RJ,Paty do Alferes,RJ,municipio
penedo,RJ,Itatiaia,RJ,viacep
penedo (itatiaia),RJ,Itatiaia,RJ,viacep
petropolis,RJ,Petrópolis,RJ,municipio
petrópolis,RJ,Petrópolis,RJ,municipio
piabeta,RJ,Magé,RJ,manual_review
piao,RJ,Sapucaia,RJ,distrito
pinheiral,RJ,Pinheiral,RJ,municipio
pirai,RJ,Piraí,RJ,municipio
piraí,RJ,Piraí,RJ,municipio
porciuncula,RJ,Porciúncula,RJ,municipio
porciúncula,RJ,Porciúncula,RJ,municipio
portela,RJ,Itaocara,RJ,distrito
porto real,RJ,Porto Real,RJ,municipio
porto velho do cunha,RJ,Carmo,RJ,distrito
pureza,RJ,São Fidélis,RJ,distrito
purilandia,RJ,Porciúncula,RJ,distrito
quatis,RJ,Quatis,RJ,municipio
queimados,RJ,Queimados,RJ,municipio
quissama,RJ,Quissamã,RJ,municipio
quissamã,RJ,Quissamã,RJ,municipio
raposo,RJ,Itaperuna,RJ,distrito
resende,RJ,Resende,RJ,municipio
retiro do muriae,RJ,Itaperuna,RJ,distrito
retiro do muriaé,RJ,Itaperuna,RJ,distrito
rio bonito,RJ,Rio Bonito,RJ,municipio
rio claro,RJ,Rio Claro,RJ,municipio
rio das flores,RJ,Rio das Flores,RJ,municipio
rio das ostras,RJ,Rio das Ostras,RJ,municipio
rio de janeiro,RJ,Rio de Janeiro,RJ,municipio
rio de janeiro / rio de janeiro,RJ,Rio de Janeiro,RJ,viacep
rio de janeiro \rio de janeiro,RJ,Rio de Janeiro,RJ,manual_review
"rio de janeiro, rio de janeiro, brasil",RJ,Rio de Janeiro,RJ,viacep
rio janeiro,RJ,Rio de Janeiro,RJ,fuzzy
rj,RJ,Rio de Janeiro,RJ,viacep
sacra familia do tingua,RJ,Engenheiro Paulo de Frontin,RJ,distrito
sacra família do tinguá,RJ,Engenheiro Paulo de Frontin,RJ,distrito
sampaio correia,RJ,Saquarema,RJ,distrito
sana,RJ,Macaé,RJ,distrito
santa clara,RJ,Porciúncula,RJ,distrito
santa isabel do rio preto,RJ,Valença,RJ,distrito
santa maria,RJ,Campos dos Goytacazes,RJ,distrito
santa maria madalena,RJ,Santa Maria Madalena,RJ,municipio
santa rita da floresta,RJ,Cantagalo,RJ,distrito
santanesia,RJ,Piraí,RJ,distrito
santo aleixo,RJ,Magé,RJ,distrito
santo amaro de campos,RJ,Campos dos Goytacazes,RJ,distrito
santo antonio de padua,RJ,Santo Antônio de Pádua,RJ,municipio
santo antônio de pádua,RJ,Santo Antônio de Pádua,RJ,municipio
santo eduardo,RJ,Campos dos Goytacazes,RJ,distrito
sao fidelis,RJ,São Fidélis,RJ,municipio
sao francisco de itabapoana,RJ,São Francisco de Itabapoana,RJ,municipio
sao goncalo,RJ,São Gonçalo,RJ,municipio
sao joao da barra,RJ,São João da Barra,RJ,municipio
sao joao de meriti,RJ,São João de Meriti,RJ,municipio
sao joao do paraiso,RJ,Cambuci,RJ,distrito
sao jose de uba,RJ,São José de Ubá,RJ,municipio
sao jose do ribeirao,RJ,Bom Jardim,RJ,distrito
sao jose do turvo,RJ,Barra do Piraí,RJ,distrito
sao jose do vale do rio preto,RJ,São José do Vale do Rio Preto,RJ,municipio
sao pedro da aldeia,RJ,São Pedro da Aldeia,RJ,municipio
sao sebastiao de campos,RJ,Campos dos Goytacazes,RJ,distrito
sao sebastiao do alto,RJ,São Sebastião do Alto,RJ,municipio
sao sebastiao do paraiba,RJ,Cantagalo,RJ,distrito
sao vicente de paula,RJ,Araruama,RJ,distrito
sapucaia,RJ,Sapucaia,RJ,municipio
saquarema,RJ,Saquarema,RJ,municipio
seropedica,RJ,Seropédica,RJ,municipio
seropédica,RJ,Seropédica,RJ,municipio
silva jardim,RJ,Silva Jardim,RJ,municipio
sumidouro,RJ,Sumidouro,RJ,municipio
são fidélis,RJ,São Fidélis,RJ,municipio
são francisco de itabapoana,RJ,São Francisco de Itabapoana,RJ,municipio
são gonçalo,RJ,São Gonçalo,RJ,municipio
são josé de ubá,RJ,São José de Ubá,RJ,municipio
são josé do turvo,RJ,Barra do Piraí,RJ,distrito
são josé do vale do rio preto,RJ,São José do Vale do Rio Preto,RJ,municipio
são joão da barra,RJ,São João da Barra,RJ,municipio
são joão de meriti,RJ,São João de Meriti,RJ,municipio
são joão do paraíso,RJ,Cambuci,RJ,distrito
são pedro da aldeia,RJ,São Pedro da Aldeia,RJ,municipio
são sebastião do alto,RJ,São Sebastião do Alto,RJ,municipio
são vicente de paula,RJ,Araruama,RJ,distrito
taboas,RJ,Rio das Flores,RJ,distrito
tamoios (cabo frio),RJ,Cabo Frio,RJ,manual_review
tangua,RJ,Tanguá,RJ,municipio
tanguá,RJ,Tanguá,RJ,municipio
teresopolis,RJ,Teresópolis,RJ,municipio
teresópolis,RJ,Teresópolis,RJ,municipio
tocos,RJ,Campos dos Goytacazes,RJ,distrito
trajano de moraes,RJ,Trajano de Moraes,RJ,municipio
trajano de morais,RJ,Trajano de Moraes,RJ,fuzzy
travessao,RJ,Campos dos Goytacazes,RJ,distrito
tres irmaos,RJ,Cambuci,RJ,distrito
tres rios,RJ,Três Rios,RJ,municipio
três rios,RJ,Três Rios,RJ,municipio
valao do barro,RJ,São Sebastião do Alto,RJ,distrito
valenca,RJ,Valença,RJ,municipio
valença,RJ,Valença,RJ,municipio
vargem alegre,RJ,Barra do Piraí,RJ,distrito
varre-sai,RJ,Varre-Sai,RJ,municipio
vassouras,RJ,Vassouras,RJ,municipio
vila muriqui,RJ,Mangaratiba,RJ,viacep
vila nova de campos,RJ,Campos dos Goytacazes,RJ,distrito
visconde de imbe,RJ,Trajano de Moraes,RJ,distrito
visconde de maua,RJ,Resende,RJ,distrito
volta redonda,RJ,Volta Redonda,RJ,municipio
werneck,RJ,Paraíba do Sul,RJ,distrito
´teresopolis,RJ,Teresópolis,RJ,municipio
acari,RN,Acari,RN,municipio
acu,RN,Açu,RN,viacep
afonso bezerra,RN,Afonso Bezerra,RN,municipio
agua nova,RN,Água Nova,RN,municipio
alexandria,RN,Alexandria,RN,municipio
almino afonso,RN,Almino Afonso,RN,municipio
alto do rodrigues,RN,Alto do Rodrigues,RN,municipio
angicos,RN,Angicos,RN,municipio
antonio martins,RN,Antônio Martins,RN,municipio
antônio martins,RN,Antônio Martins,RN,municipio
apodi,RN,Apodi,RN,municipio
areia branca,RN,Areia Branca,RN,municipio
arez,RN,Arez,RN,municipio
açu,RN,Açu,RN,viacep
baia formosa,RN,Baía Formosa,RN,municipio
barauna,RN,Baraúna,RN,municipio
baraúna,RN,Baraúna,RN,municipio
barcelona,RN,Barcelona,RN,municipio
baía formosa,RN,Baía Formosa,RN,municipio
bento fernandes,RN,Bento Fernandes,RN,municipio
boa saude,RN,Boa Saúde,RN,viacep
bodo,RN,Bodó,RN,municipio
bom jesus,RN,Bom Jesus,RN,municipio
brejinho,RN,Brejinho,RN,municipio
caicara do norte,RN,Caiçara do Norte,RN,municipio
caicara do rio do vento,RN,Caiçara do Rio do Vento,RN,municipio
caico,RN,Caicó,RN,municipio
caicó,RN,Caicó,RN,municipio
caiçara do norte,RN,Caiçara do Norte,RN,municipio
caiçara do rio do vento,RN,Caiçara do Rio do Vento,RN,municipio
campo grande,RN,Campo Grande,RN,municipio
campo redondo,RN,Campo Redondo,RN,municipio
canguaretama,RN,Canguaretama,RN,municipio
caraubas,RN,Caraúbas,RN,municipio
caraúbas,RN,Caraúbas,RN,municipio
carnauba dos dantas,RN,Carnaúba dos Dantas,RN,municipio
carnaubais,RN,Carnaubais,RN,municipio
carnaúba dos dantas,RN,Carnaúba dos Dantas,RN,municipio
ceara mirim,RN,Ceará-Mirim,RN,fuzzy
ceara-mirim,RN,Ceará-Mirim,RN,municipio
ceará-mirim,RN,Ceará-Mirim,RN,municipio
cerro cora,RN,Cerro Corá,RN,municipio
cerro corá,RN,Cerro Corá,RN,municipio
coronel ezequiel,RN,Coronel Ezequiel,RN,municipio
coronel joao pessoa,RN,Coronel João Pessoa,RN,municipio
cruzeta,RN,Cruzeta,RN,municipio
currais novos,RN,Currais Novos,RN,municipio
doutor severiano,RN,Doutor Severiano,RN,municipio
encanto,RN,Encanto,RN,municipio
equador,RN,Equador,RN,municipio
espirito santo,RN,Espírito Santo,RN,municipio
espírito santo,RN,Espírito Santo,RN,municipio
extremoz,RN,Extremoz,RN,municipio
felipe guerra,RN,Felipe Guerra,RN,municipio
fernando pedroza,RN,Fernando Pedroza,RN,municipio
florania,RN,Florânia,RN,municipio
francisco dantas,RN,Francisco Dantas,RN,municipio
frutuoso gomes,RN,Frutuoso Gomes,RN,municipio
galinhos,RN,Galinhos,RN,municipio
goianinha,RN,Goianinha,RN,municipio
governador dix-sept rosado,RN,Governador Dix-Sept Rosado,RN,municipio
grossos,RN,Grossos,RN,municipio
guamare,RN,Guamaré,RN,municipio
guamaré,RN,Guamaré,RN,municipio
ielmo marinho,RN,Ielmo Marinho,RN,municipio
ipanguacu,RN,Ipanguaçu,RN,municipio
ipanguaçu,RN,Ipanguaçu,RN,municipio
ipueira,RN,Ipueira,RN,municipio
itaja,RN,Itajá,RN,municipio
itajá,RN,Itajá,RN,municipio
itau,RN,Itaú,RN,municipio
itaú,RN,Itaú,RN,municipio
jacana,RN,Jaçanã,RN,municipio
jandaira,RN,Jandaíra,RN,municipio
jandaíra,RN,Jandaíra,RN,municipio
janduis,RN,Janduís,RN,municipio
janduís,RN,Janduís,RN,municipio
japi,RN,Japi,RN,municipio
jardim de piranhas,RN,Jardim de Piranhas,RN,municipio
jardim do serido,RN,Jardim do Seridó,RN,municipio
jardim do seridó,RN,Jardim do Seridó,RN,municipio
jaçanã,RN,Jaçanã,RN,municipio
joao camara,RN,João Câmara,RN,municipio
joao dias,RN,João Dias,RN,municipio
jose da penha,RN,José da Penha,RN,municipio
josé da penha,RN,José da Penha,RN,municipio
joão câmara,RN,João Câmara,RN,municipio
joão dias,RN,João Dias,RN,municipio
jucurutu,RN,Jucurutu,RN,municipio
jundia,RN,Jundiá,RN,municipio
jundiá,RN,Jundiá,RN,municipio
lagoa d'anta,RN,Lagoa d'Anta,RN,municipio
lagoa de velhos,RN,Lagoa de Velhos,RN,municipio
lagoa nova,RN,Lagoa Nova,RN,municipio
lagoa salgada,RN,Lagoa Salgada,RN,municipio
lajes,RN,Lajes,RN,municipio
lajes pintadas,RN,Lajes Pintadas,RN,municipio
lucrecia,RN,Lucrécia,RN,municipio
lucrécia,RN,Lucrécia,RN,municipio
luis gomes,RN,Luís Gomes,RN,municipio
luís gomes,RN,Luís Gomes,RN,municipio
macaiba,RN,Macaíba,RN,municipio
macau,RN,Macau,RN,municipio
macaíba,RN,Macaíba,RN,municipio
major sales,RN,Major Sales,RN,municipio
marcelino vieira,RN,Marcelino Vieira,RN,municipio
martins,RN,Martins,RN,municipio
messias targino,RN,Messias Targino,RN,municipio
montanhas,RN,Montanhas,RN,municipio
monte alegre,RN,Monte Alegre,RN,municipio
monte das gameleiras,RN,Monte das Gameleiras,RN,municipio
mossoro,RN,Mossoró,RN,municipio
mossoró,RN,Mossoró,RN,municipio
natal,RN,Natal,RN,municipio
nisia floresta,RN,Nísia Floresta,RN,municipio
nova cruz,RN,Nova Cruz,RN,municipio
nísia floresta,RN,Nísia Floresta,RN,municipio
olho-d agua do borges,RN,Olho d'Água do Borges,RN,fuzzy
olho-d'agua do borges,RN,Olho d'Água do Borges,RN,fuzzy
olho-d'água do borges,RN,Olho d'Água do Borges,RN,fuzzy
ouro branco,RN,Ouro Branco,RN,municipio
parana,RN,Paraná,RN,municipio
parau,RN,Paraú,RN,municipio
parazinho,RN,Parazinho,RN,municipio
paraú,RN,Paraú,RN,municipio
parelhas,RN,Parelhas,RN,municipio
parnamirim,RN,Parnamirim,RN,municipio
passa e fica,RN,Passa e Fica,RN,municipio
patu,RN,Patu,RN,municipio
pau dos ferros,RN,Pau dos Ferros,RN,municipio
pedra grande,RN,Pedra Grande,RN,municipio
pedra preta,RN,Pedra Preta,RN,municipio
pedro avelino,RN,Pedro Avelino,RN,municipio
pedro velho,RN,Pedro Velho,RN,municipio
pendencias,RN,Pendências,RN,municipio
pendências,RN,Pendências,RN,municipio
piloes,RN,Pilões,RN,municipio
pilões,RN,Pilões,RN,municipio
pipa,RN,Tibau do Sul,RN,viacep
poco branco,RN,Poço Branco,RN,municipio
poco de pedra,RN,São Gonçalo do Amarante,RN,viacep
portalegre,RN,Portalegre,RN,municipio
porto do mangue,RN,Porto do Mangue,RN,municipio
pureza,RN,Pureza,RN,municipio
rafael fernandes,RN,Rafael Fernandes,RN,municipio
rafael godeiro,RN,Rafael Godeiro,RN,municipio
riacho da cruz,RN,Riacho da Cruz,RN,municipio
riacho de santana,RN,Riacho de Santana,RN,municipio
riachuelo,RN,Riachuelo,RN,municipio
rio de janeiro,RN,Rio de Janeiro,RJ,viacep
rio do fogo,RN,Rio do Fogo,RN,municipio
rodolfo fernandes,RN,Rodolfo Fernandes,RN,municipio
ruy barbosa,RN,Ruy Barbosa,RN,municipio
santa cruz,RN,Santa Cruz,RN,municipio
santa maria,RN,Santa Maria,RN,municipio
